CharacterPath,Label,Class,PredClass
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder14\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder15\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder15\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder15\skeleton3.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder15\skeleton4.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder16\skeleton2.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder16\skeleton3.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder16\skeleton4.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder16\skeleton7.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder17\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder17\skeleton2.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder18\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder18\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder19\skeleton0.png,0,0,5
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder19\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder20\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder20\skeleton1.png,0,0,14
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder21\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder21\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder22\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder22\skeleton1.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder23\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder23\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder24\skeleton0.png,0,0,14
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder24\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder24\skeleton3.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder35\skeleton0.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder35\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder36\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder36\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder37\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder37\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder38\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder38\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder38\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder38\skeleton3.png,0,0,5
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder39\skeleton0.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder11\RowFolder39\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder0\skeleton0.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder0\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder0\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder0\skeleton4.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder0\skeleton5.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder1\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder1\skeleton2.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder1\skeleton3.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder2\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder2\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder3\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder3\skeleton1.png,0,0,14
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder4\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder4\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder5\skeleton0.png,0,0,14
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder5\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder5\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder6\skeleton0.png,0,0,14
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder6\skeleton1.png,0,0,5
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder6\skeleton4.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder7\skeleton1.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder8\skeleton3.png,0,0,5
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder8\skeleton5.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder8\skeleton6.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder9\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder9\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder9\skeleton3.png,0,0,14
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder10\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder10\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder10\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder11\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder11\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder11\skeleton3.png,0,0,5
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder12\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder12\skeleton1.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder13\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder13\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder13\skeleton2.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder13\skeleton3.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder14\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder14\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder14\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder14\skeleton6.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder15\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder15\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder16\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder16\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder16\skeleton3.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder16\skeleton4.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder17\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder17\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder17\skeleton8.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder18\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder18\skeleton1.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder18\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder19\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder19\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder19\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder20\skeleton0.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder20\skeleton2.png,0,0,5
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder21\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder21\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder21\skeleton3.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder22\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder22\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder22\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder23\skeleton0.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder23\skeleton1.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder23\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder24\skeleton0.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder24\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder24\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder24\skeleton3.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder24\skeleton5.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder35\skeleton0.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder35\skeleton1.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder35\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder35\skeleton3.png,0,0,14
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder36\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder36\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder36\skeleton2.png,0,0,5
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder37\skeleton0.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder37\skeleton1.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder37\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder37\skeleton3.png,0,0,5
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder38\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder38\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder38\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder38\skeleton3.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder38\skeleton5.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder12\RowFolder39\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder0\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder0\skeleton5.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder1\skeleton0.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder1\skeleton1.png,0,0,14
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder1\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder2\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder3\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder3\skeleton3.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder4\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder4\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder5\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder6\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder6\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder6\skeleton3.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder7\skeleton0.png,0,0,5
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder7\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder7\skeleton5.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder8\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder8\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder8\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder9\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder9\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder10\skeleton0.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder10\skeleton1.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder11\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder12\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder13\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder13\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder13\skeleton3.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder14\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder14\skeleton3.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder14\skeleton5.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder14\skeleton7.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder14\skeleton8.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder15\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder15\skeleton3.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder15\skeleton5.png,0,0,5
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder16\skeleton3.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder16\skeleton4.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder16\skeleton5.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder17\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder17\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder17\skeleton5.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder17\skeleton6.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder18\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder18\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder18\skeleton3.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder19\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder19\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder19\skeleton3.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder19\skeleton4.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder20\skeleton0.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder20\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder20\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder21\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder21\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder21\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder22\skeleton0.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder22\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder22\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder22\skeleton3.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder23\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder23\skeleton2.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder23\skeleton3.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder24\skeleton0.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder24\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder24\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder35\skeleton0.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder36\skeleton0.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder37\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder38\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder38\skeleton1.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder38\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder38\skeleton3.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder38\skeleton4.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder13\RowFolder38\skeleton6.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder7\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder13\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder13\skeleton3.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder14\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder14\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder14\skeleton3.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder14\skeleton4.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder14\skeleton6.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder14\skeleton7.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder14\skeleton8.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder15\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder15\skeleton3.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder15\skeleton4.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder16\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder16\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder16\skeleton5.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder16\skeleton6.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder16\skeleton9.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder17\skeleton1.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder17\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder17\skeleton3.png,0,0,5
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder18\skeleton2.png,0,0,14
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder19\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder19\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder19\skeleton2.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder20\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder20\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder20\skeleton3.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder21\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder21\skeleton1.png,0,0,5
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder21\skeleton2.png,0,0,14
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder21\skeleton3.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder23\skeleton0.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder38\skeleton1.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder38\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder38\skeleton4.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder38\skeleton5.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder14\RowFolder38\skeleton6.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder0\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder0\skeleton1.png,0,0,14
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder0\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder1\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder1\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder1\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder2\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder2\skeleton1.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder2\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder3\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder3\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder4\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder4\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder5\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder5\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder6\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder6\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder6\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder7\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder7\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder7\skeleton3.png,0,0,14
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder8\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder8\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder8\skeleton2.png,0,0,5
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder9\skeleton0.png,0,0,5
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder9\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder10\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder10\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder10\skeleton2.png,0,0,5
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder11\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder11\skeleton1.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder11\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder12\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder12\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder12\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder13\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder13\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder13\skeleton2.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder14\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder14\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder15\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder15\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder15\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder16\skeleton0.png,0,0,14
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder16\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder16\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder16\skeleton4.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder17\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder17\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder17\skeleton3.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder18\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder18\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder18\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder19\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder19\skeleton1.png,0,0,15
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder20\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder20\skeleton1.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder20\skeleton2.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder21\skeleton0.png,0,0,18
./Win1Year_1959/Sheet1\ColumnFolder15\RowFolder21\skeleton1.png,0,0,18
